Format Version,1.23,Take Name,FloorBottom_240610_003,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-06-10 12.17.55.129 PM,Capture Start Frame,1039418,Total Frames in Take,2308,Total Exported Frames,2308,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1265,10.541667,-43.368439,-15.831923,41.148643,-0.261892,0.120930,-0.304246,0.000259,-0.050755,-0.056242,-0.037863,0.704770,0.042138,0.044624,0.027206,0.953042,0.008617,0.011618,0.010657,0.778217,-0.253087,0.040291,-0.278747,-0.266859,0.184407,-0.326929,-0.265760,0.138032,-0.307042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,10.550000,-43.656700,-12.414310,42.985428,-0.262363,0.120774,-0.304465,0.000209,-0.050755,-0.056242,-0.037863,0.867313,0.042138,0.044624,0.027206,0.871702,0.008617,0.011618,0.010657,0.929664,-0.253163,0.040588,-0.278646,-0.267774,0.183881,-0.327534,-0.266160,0.137835,-0.307208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,10.558333,-44.861656,4.233846,50.405521,-0.263326,0.120301,-0.306022,0.000267,-0.050755,-0.056242,-0.037863,0.959416,0.042138,0.044624,0.027206,0.923587,0.008617,0.011618,0.010657,0.922674,-0.254663,0.040612,-0.280754,-0.268723,0.183105,-0.329436,-0.266564,0.137249,-0.307896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,10.566667,-44.660427,-6.714936,45.996525,-0.263376,0.119789,-0.306431,0.000207,-0.050755,-0.056242,-0.037863,0.981747,0.042138,0.044624,0.027206,0.880469,0.008617,0.011618,0.010657,0.865937,-0.253808,0.040087,-0.279585,-0.269144,0.182578,-0.330613,-0.267181,0.136689,-0.309089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,10.575000,-45.732201,-6.453549,46.681118,-0.263919,0.119341,-0.307464,0.000262,-0.050755,-0.056242,-0.037863,0.955541,0.042138,0.044624,0.027206,0.875457,0.008617,0.011618,0.010657,0.831122,-0.253569,0.040355,-0.279156,-0.270322,0.181641,-0.332787,-0.267867,0.136023,-0.310447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,10.583333,-47.141415,-0.415366,49.768459,-0.265133,0.118364,-0.309079,0.000248,-0.050755,-0.056242,-0.037863,0.850020,0.042138,0.044624,0.027206,0.935887,0.008617,0.011618,0.010657,0.798388,-0.254370,0.040067,-0.279922,-0.272041,0.179962,-0.335377,-0.268967,0.135105,-0.311954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,10.591667,-47.979191,-4.851497,48.564564,-0.265794,0.117458,-0.310376,0.000198,-0.050755,-0.056242,-0.037863,0.926709,0.042138,0.044624,0.027206,0.913886,0.008617,0.011618,0.010657,0.844348,-0.253893,0.039821,-0.279301,-0.273460,0.178442,-0.338036,-0.270021,0.134124,-0.313795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,10.600000,-49.198315,-5.847574,49.092052,-0.266985,0.116689,-0.312307,0.000293,-0.050755,-0.056242,-0.037863,0.964084,0.042138,0.044624,0.027206,0.832040,0.008617,0.011618,0.010657,0.795642,-0.253892,0.039901,-0.279361,-0.275555,0.177199,-0.341368,-0.271515,0.132954,-0.316186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,10.608333,-51.113667,-0.676715,51.998291,-0.268390,0.115447,-0.314785,0.000253,-0.050755,-0.056242,-0.037863,0.910150,0.042138,0.044624,0.027206,0.870428,0.008617,0.011618,0.010657,0.783000,-0.254683,0.039539,-0.280470,-0.277640,0.175035,-0.345154,-0.272844,0.131778,-0.318734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,10.616667,-52.034309,-4.719647,51.029163,-0.269934,0.114093,-0.317094,0.000251,-0.050755,-0.056242,-0.037863,0.895233,0.042138,0.044624,0.027206,0.895999,0.008617,0.011618,0.010657,0.796118,-0.254836,0.039412,-0.280831,-0.280119,0.172696,-0.348889,-0.274838,0.130189,-0.321568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,10.625000,-53.726315,-4.746518,51.859158,-0.271287,0.112720,-0.319563,0.000235,-0.050755,-0.056242,-0.037863,0.836839,0.042138,0.044624,0.027206,0.943931,0.008617,0.011618,0.010657,0.794884,-0.254943,0.039479,-0.281300,-0.282433,0.170025,-0.353002,-0.276462,0.128702,-0.324404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,10.633333,-55.961510,-3.391521,53.200123,-0.272795,0.110711,-0.321773,0.000395,-0.050755,-0.056242,-0.037863,0.836839,0.042138,0.044624,0.027206,0.943931,0.008617,0.011618,0.010657,0.794884,-0.255057,0.039639,-0.281445,-0.285098,0.166067,-0.356960,-0.278158,0.126574,-0.326978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,10.641667,-58.139904,-8.292940,52.677891,-0.273289,0.108310,-0.322898,0.000534,-0.050755,-0.056242,-0.037863,0.608710,0.042138,0.044624,0.027206,0.865994,0.008617,0.011618,0.010657,0.772488,-0.253070,0.040012,-0.279045,-0.287464,0.160954,-0.360680,-0.279245,0.124140,-0.329051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,10.650000,-58.611656,-20.711781,48.870445,-0.274212,0.106656,-0.324987,0.000517,-0.050755,-0.056242,-0.037863,0.595905,0.042138,0.044624,0.027206,0.730388,0.008617,0.011618,0.010657,0.851955,-0.251687,0.040739,-0.278049,-0.289810,0.157309,-0.364571,-0.281060,0.122067,-0.332414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,10.658333,-59.595261,-17.989908,50.166634,-0.277286,0.105363,-0.330288,0.000481,-0.050755,-0.056242,-0.037863,0.704959,0.042138,0.044624,0.027206,0.683271,0.008617,0.011618,0.010657,0.872355,-0.254533,0.040312,-0.282787,-0.293202,0.155467,-0.370444,-0.284022,0.120497,-0.337725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,10.666667,-61.645424,-8.048042,54.913113,-0.281487,0.102735,-0.336626,0.000439,-0.050755,-0.056242,-0.037863,0.606841,0.042138,0.044624,0.027206,0.664171,0.008617,0.011618,0.010657,0.927080,-0.258597,0.037939,-0.288976,-0.297732,0.152902,-0.377418,-0.288040,0.117533,-0.343564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,10.675000,-65.093163,-2.383281,57.979118,-0.283684,0.099945,-0.339893,0.000977,-0.050755,-0.056242,-0.037863,0.588882,0.042138,0.044624,0.027206,0.835699,0.008617,0.011618,0.010657,0.791548,-0.259876,0.037506,-0.290635,-0.301086,0.147219,-0.382348,-0.289933,0.115400,-0.346842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,10.683333,-63.351070,-22.090998,50.751595,-0.284232,0.098454,-0.341365,0.000643,-0.050755,-0.056242,-0.037863,0.343634,0.042138,0.044624,0.027206,0.503467,0.008617,0.011618,0.010657,0.732174,-0.258175,0.038892,-0.289136,-0.302450,0.144210,-0.385155,-0.291926,0.112518,-0.349934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,10.691667,-65.735603,-16.615362,53.833557,-0.285931,0.096481,-0.344166,0.000619,-0.050755,-0.056242,-0.037863,0.479353,0.042138,0.044624,0.027206,0.651666,0.008617,0.011618,0.010657,0.846210,-0.259139,0.038424,-0.290559,-0.304894,0.140925,-0.389313,-0.293621,0.110332,-0.352750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,10.700000,-68.567741,-9.885835,56.886227,-0.287919,0.094119,-0.347045,0.000928,-0.050755,-0.056242,-0.037863,0.265606,0.042138,0.044624,0.027206,0.512638,0.008617,0.011618,0.010657,0.752224,-0.260719,0.037775,-0.292655,-0.307434,0.136832,-0.393184,-0.295415,0.108076,-0.355465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,10.708333,-69.269272,-13.298645,55.865818,-0.288519,0.092778,-0.348406,0.000999,-0.050755,-0.056242,-0.037863,0.233602,0.042138,0.044624,0.027206,0.455035,0.008617,0.011618,0.010657,0.759172,-0.260529,0.038275,-0.292607,-0.308439,0.133951,-0.395476,-0.296380,0.106459,-0.357321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,10.716667,-67.699562,-24.006149,51.906033,-0.289252,0.092170,-0.349611,0.000843,-0.050755,-0.056242,-0.037863,0.335678,0.042138,0.044624,0.027206,0.470894,0.008617,0.011618,0.010657,0.846580,-0.260545,0.038589,-0.292857,-0.309374,0.132982,-0.396854,-0.297639,0.105264,-0.359295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,10.725000,-70.273621,-14.239908,56.058121,-0.290375,0.091042,-0.351373,0.000982,-0.050755,-0.056242,-0.037863,0.211054,0.042138,0.044624,0.027206,0.422333,0.008617,0.011618,0.010657,0.795368,-0.261603,0.038132,-0.294525,-0.310965,0.130949,-0.399138,-0.298327,0.104420,-0.360656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,10.733333,-70.786964,-14.963389,56.356529,-0.290792,0.090057,-0.351903,0.000926,-0.050755,-0.056242,-0.037863,0.306792,0.042138,0.044624,0.027206,0.486275,0.008617,0.011618,0.010657,0.790768,-0.261439,0.037822,-0.294361,-0.311790,0.129371,-0.400187,-0.298940,0.103311,-0.361337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,10.741667,-70.600380,-16.598112,55.840572,-0.290539,0.090106,-0.351806,0.000868,-0.050755,-0.056242,-0.037863,0.323365,0.042138,0.044624,0.027206,0.514575,0.008617,0.011618,0.010657,0.806093,-0.260974,0.038182,-0.294033,-0.311627,0.129330,-0.400207,-0.298813,0.103133,-0.361353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,10.750000,-70.231705,-16.447809,55.590698,-0.290316,0.090222,-0.351607,0.000834,-0.050755,-0.056242,-0.037863,0.348137,0.042138,0.044624,0.027206,0.522673,0.008617,0.011618,0.010657,0.816977,-0.261184,0.037668,-0.294106,-0.311101,0.129931,-0.399774,-0.298470,0.103381,-0.361108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,10.758333,-70.342636,-13.594494,56.213814,-0.289705,0.091122,-0.350993,0.000962,-0.050755,-0.056242,-0.037863,0.348137,0.042138,0.044624,0.027206,0.522673,0.008617,0.011618,0.010657,0.816977,-0.261193,0.037888,-0.294137,-0.310099,0.131215,-0.398821,-0.297614,0.104609,-0.360207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,10.766667,-68.892456,-15.303744,54.892879,-0.288615,0.092601,-0.349518,0.000825,-0.050755,-0.056242,-0.037863,0.261681,0.042138,0.044624,0.027206,0.458209,0.008617,0.011618,0.010657,0.780309,-0.260896,0.038010,-0.293415,-0.308348,0.134030,-0.396644,-0.296410,0.106082,-0.358664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,10.775000,-66.598000,-21.695629,52.199120,-0.287777,0.093676,-0.347834,0.000675,-0.050755,-0.056242,-0.037863,0.311286,0.042138,0.044624,0.027206,0.510716,0.008617,0.011618,0.010657,0.820957,-0.260240,0.037699,-0.292302,-0.307162,0.136324,-0.394186,-0.295784,0.107249,-0.357145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,10.783333,-68.159042,-9.660859,56.771091,-0.286932,0.095317,-0.346648,0.000776,-0.050755,-0.056242,-0.037863,0.493057,0.042138,0.044624,0.027206,0.580874,0.008617,0.011618,0.010657,0.866310,-0.260306,0.038041,-0.292426,-0.306127,0.138713,-0.392548,-0.294204,0.109468,-0.355111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,10.791667,-65.802788,-12.959622,54.857426,-0.285795,0.097015,-0.344855,0.000502,-0.050755,-0.056242,-0.037863,0.407084,0.042138,0.044624,0.027206,0.584400,0.008617,0.011618,0.010657,0.803212,-0.260016,0.037698,-0.291795,-0.304188,0.142421,-0.389669,-0.293074,0.111115,-0.353197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,10.800000,-64.444809,-13.846290,54.227428,-0.284695,0.098574,-0.343364,0.000302,-0.050755,-0.056242,-0.037863,0.577897,0.042138,0.044624,0.027206,0.739314,0.008617,0.011618,0.010657,0.854398,-0.259533,0.037727,-0.291228,-0.302567,0.145580,-0.387437,-0.291919,0.112527,-0.351484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,10.808333,-66.672577,-2.284509,59.718624,-0.284316,0.099655,-0.342470,0.000326,-0.050755,-0.056242,-0.037863,0.720238,0.042138,0.044624,0.027206,0.908487,0.008617,0.011618,0.010657,0.840549,-0.259509,0.037564,-0.291118,-0.302436,0.147399,-0.386359,-0.290987,0.114037,-0.349949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,10.816667,-65.114281,-2.776710,58.872829,-0.283311,0.101042,-0.340726,0.000293,-0.050755,-0.056242,-0.037863,0.856583,0.042138,0.044624,0.027206,0.930490,0.008617,0.011618,0.010657,0.810872,-0.259268,0.037547,-0.290702,-0.300863,0.149843,-0.383499,-0.289783,0.115774,-0.347996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,10.825000,-62.883163,-6.063334,56.312668,-0.282060,0.102710,-0.338825,0.000287,-0.050755,-0.056242,-0.037863,0.780288,0.042138,0.044624,0.027206,0.975013,0.008617,0.011618,0.010657,0.804110,-0.259038,0.038123,-0.290094,-0.298577,0.152686,-0.380451,-0.288524,0.117399,-0.345966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,10.833333,-61.298512,-7.840244,54.877563,-0.281070,0.103996,-0.337144,0.000275,-0.050755,-0.056242,-0.037863,0.788774,0.042138,0.044624,0.027206,0.938242,0.008617,0.011618,0.010657,0.859850,-0.258785,0.038233,-0.289612,-0.296976,0.154810,-0.377743,-0.287406,0.119026,-0.344114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,10.841667,-60.959755,-3.964096,55.686386,-0.279891,0.105377,-0.335514,0.000444,-0.050755,-0.056242,-0.037863,0.666115,0.042138,0.044624,0.027206,0.851437,0.008617,0.011618,0.010657,0.802348,-0.258703,0.038610,-0.289468,-0.295007,0.156848,-0.375208,-0.285895,0.120801,-0.341926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,10.850000,-58.359795,-9.509158,51.878716,-0.278374,0.106779,-0.333346,0.000490,-0.050755,-0.056242,-0.037863,0.588323,0.042138,0.044624,0.027206,0.754389,0.008617,0.011618,0.010657,0.844299,-0.258421,0.038803,-0.288927,-0.292226,0.159307,-0.371527,-0.284387,0.122401,-0.339663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,10.858333,-56.367981,-11.946102,49.707794,-0.276913,0.108611,-0.330952,0.000569,-0.050755,-0.056242,-0.037863,0.544439,0.042138,0.044624,0.027206,0.667849,0.008617,0.011618,0.010657,0.864715,-0.258129,0.039191,-0.288515,-0.289739,0.162221,-0.367461,-0.282770,0.124619,-0.336970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,10.866667,-54.154552,-13.411732,47.847847,-0.275890,0.110869,-0.329116,0.000689,-0.050755,-0.056242,-0.037863,0.550292,0.042138,0.044624,0.027206,0.580719,0.008617,0.011618,0.010657,0.840489,-0.258559,0.039520,-0.289266,-0.287555,0.165764,-0.363492,-0.281450,0.127532,-0.334684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,10.875000,-50.701607,-14.313492,45.664116,-0.275630,0.114342,-0.329266,0.000551,-0.050755,-0.056242,-0.037863,0.567826,0.042138,0.044624,0.027206,0.643029,0.008617,0.011618,0.010657,0.892592,-0.260600,0.040185,-0.293879,-0.285399,0.171886,-0.360075,-0.280791,0.131151,-0.333926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,10.883333,-46.406883,-12.656209,44.203457,-0.276534,0.118821,-0.331650,0.000428,-0.050755,-0.056242,-0.037863,0.567826,0.042138,0.044624,0.027206,0.643029,0.008617,0.011618,0.010657,0.892592,-0.264821,0.040982,-0.302249,-0.283804,0.179318,-0.357761,-0.280920,0.136280,-0.334986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,10.891667,-43.002697,0.580836,48.005447,-0.278118,0.124780,-0.334882,0.000439,-0.050755,-0.056242,-0.037863,0.746433,0.042138,0.044624,0.027206,0.747369,0.008617,0.011618,0.010657,0.893981,-0.269782,0.044814,-0.311739,-0.283180,0.187412,-0.356631,-0.281322,0.142257,-0.336324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,10.900000,-42.363316,12.247428,53.016285,-0.277640,0.129062,-0.334388,0.000407,-0.050755,-0.056242,-0.037863,0.641176,0.042138,0.044624,0.027206,0.803638,0.008617,0.011618,0.010657,0.842264,-0.270915,0.047994,-0.314213,-0.281643,0.193458,-0.354092,-0.280325,0.145812,-0.334879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,10.908333,-40.358192,-1.416390,45.901272,-0.274939,0.130556,-0.330093,0.000364,-0.050755,-0.056242,-0.037863,0.707106,0.042138,0.044624,0.027206,0.885278,0.008617,0.011618,0.010657,0.614731,-0.268164,0.049417,-0.310313,-0.278660,0.194244,-0.349073,-0.277932,0.148133,-0.330932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,10.916667,-40.709663,-3.632945,45.124161,-0.272097,0.131304,-0.325136,0.000405,-0.050755,-0.056242,-0.037863,0.687309,0.042138,0.044624,0.027206,0.828083,0.008617,0.011618,0.010657,0.867440,-0.264662,0.050719,-0.304755,-0.276132,0.194803,-0.344506,-0.275414,0.148558,-0.326202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,10.925000,-41.963177,-0.909545,47.559162,-0.268789,0.131318,-0.320057,0.000425,-0.050755,-0.056242,-0.037863,0.582089,0.042138,0.044624,0.027206,0.805507,0.008617,0.011618,0.010657,0.818724,-0.260086,0.050983,-0.298190,-0.274017,0.194336,-0.340793,-0.272199,0.148770,-0.321233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,10.933333,-42.022503,-10.678246,43.537964,-0.265579,0.131284,-0.315187,0.000432,-0.050755,-0.056242,-0.037863,0.654168,0.042138,0.044624,0.027206,0.823631,0.008617,0.011618,0.010657,0.831415,-0.255721,0.051462,-0.292363,-0.271396,0.193809,-0.336194,-0.269536,0.148754,-0.317062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,10.941667,-41.552647,-11.383898,43.258186,-0.263529,0.131167,-0.311926,0.000394,-0.050755,-0.056242,-0.037863,0.651698,0.042138,0.044624,0.027206,0.746848,0.008617,0.011618,0.010657,0.918535,-0.253660,0.051077,-0.289688,-0.269306,0.193954,-0.332450,-0.267547,0.148623,-0.313690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,10.950000,-41.389236,-3.291250,46.704948,-0.262486,0.130550,-0.309587,0.000406,-0.050755,-0.056242,-0.037863,0.607056,0.042138,0.044624,0.027206,0.832834,0.008617,0.011618,0.010657,0.802728,-0.253250,0.050285,-0.288276,-0.267939,0.193754,-0.329797,-0.266194,0.147765,-0.310738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,10.958333,-42.060822,-0.144101,47.959137,-0.261174,0.128218,-0.305711,0.000399,-0.050755,-0.056242,-0.037863,0.618304,0.042138,0.044624,0.027206,0.861698,0.008617,0.011618,0.010657,0.780579,-0.252384,0.048027,-0.283839,-0.266410,0.191361,-0.326479,-0.264656,0.145412,-0.306863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,10.966667,-43.132179,-3.798336,46.299755,-0.258808,0.124501,-0.299768,0.000409,-0.050755,-0.056242,-0.037863,0.641400,0.042138,0.044624,0.027206,0.811666,0.008617,0.011618,0.010657,0.845548,-0.249847,0.044814,-0.275917,-0.264099,0.186986,-0.321927,-0.262406,0.141848,-0.301510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,10.975000,-44.467754,-8.731498,44.174290,-0.256331,0.120144,-0.293385,0.000341,-0.050755,-0.056242,-0.037863,0.672043,0.042138,0.044624,0.027206,0.813860,0.008617,0.011618,0.010657,0.887356,-0.247043,0.041152,-0.267199,-0.261703,0.182064,-0.317116,-0.260177,0.137354,-0.295890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,10.983333,-44.675816,-18.731968,40.087860,-0.254221,0.119760,-0.290858,0.000397,-0.050755,-0.056242,-0.037863,0.710570,0.042138,0.044624,0.027206,0.952152,0.008617,0.011618,0.010657,0.705850,-0.245133,0.039180,-0.263399,-0.259601,0.182053,-0.314848,-0.257976,0.137950,-0.294292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,10.991667,-43.212658,-1.436752,48.329338,-0.255816,0.122212,-0.291778,0.000886,-0.050755,-0.056242,-0.037863,0.812027,0.042138,0.044624,0.027206,0.490936,0.008617,0.011618,0.010657,0.564658,-0.247122,0.041257,-0.267196,-0.260926,0.187133,-0.314065,-0.259468,0.138112,-0.294024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,11.000000,-44.490665,12.536443,53.928352,-0.255197,0.121789,-0.290784,0.000444,-0.050755,-0.056242,-0.037863,0.822082,0.042138,0.044624,0.027206,0.821886,0.008617,0.011618,0.010657,0.654869,-0.247793,0.041055,-0.267993,-0.259887,0.185370,-0.312930,-0.257906,0.138968,-0.291434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,11.008333,-42.816093,-22.945007,36.525505,-0.253871,0.121520,-0.288283,0.000205,-0.050755,-0.056242,-0.037863,0.822082,0.042138,0.044624,0.027206,0.821886,0.008617,0.011618,0.010657,0.654869,-0.245749,0.040823,-0.264751,-0.258127,0.184959,-0.309043,-0.257711,0.138823,-0.291072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,11.016667,-42.230434,0.148854,47.767010,-0.253292,0.122495,-0.288132,0.000440,-0.050755,-0.056242,-0.037863,0.932127,0.042138,0.044624,0.027206,0.880571,0.008617,0.011618,0.010657,0.913518,-0.246120,0.041018,-0.265309,-0.257260,0.187183,-0.309328,-0.256532,0.139207,-0.289731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,11.025000,-41.981869,1.070913,47.541985,-0.253601,0.122143,-0.288108,0.000270,-0.050755,-0.056242,-0.037863,0.903531,0.042138,0.044624,0.027206,0.675875,0.008617,0.011618,0.010657,0.733391,-0.246907,0.040938,-0.265973,-0.257226,0.186375,-0.308910,-0.256671,0.139117,-0.289439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,11.033333,-42.948788,2.103423,47.785061,-0.252715,0.121573,-0.285722,0.000321,-0.050755,-0.056242,-0.037863,0.919265,0.042138,0.044624,0.027206,0.848654,0.008617,0.011618,0.010657,0.768021,-0.245837,0.041334,-0.262660,-0.256525,0.184828,-0.307398,-0.255730,0.138664,-0.287144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,11.041667,-44.050896,-9.758324,43.704414,-0.250949,0.120602,-0.282126,0.000199,-0.050755,-0.056242,-0.037863,0.693725,0.042138,0.044624,0.027206,0.951580,0.008617,0.011618,0.010657,0.766064,-0.242577,0.040330,-0.255910,-0.255726,0.183710,-0.305646,-0.254560,0.137730,-0.284807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,11.050000,-44.672615,-19.473473,39.596840,-0.250950,0.120466,-0.281468,0.000291,-0.050755,-0.056242,-0.037863,0.933108,0.042138,0.044624,0.027206,0.887221,0.008617,0.011618,0.010657,0.929396,-0.241817,0.040399,-0.254179,-0.256067,0.183498,-0.305406,-0.254997,0.137436,-0.284794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,11.058333,-45.947987,6.972729,51.538010,-0.251984,0.120172,-0.283077,0.000333,-0.050755,-0.056242,-0.037863,0.847610,0.042138,0.044624,0.027206,0.866985,0.008617,0.011618,0.010657,0.918835,-0.243623,0.040876,-0.256875,-0.257157,0.182792,-0.307347,-0.255138,0.136918,-0.285031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,11.066667,-45.334480,-5.694352,46.150097,-0.251942,0.119480,-0.283432,0.000243,-0.050755,-0.056242,-0.037863,0.963424,0.042138,0.044624,0.027206,0.832366,0.008617,0.011618,0.010657,0.853063,-0.242916,0.039875,-0.255720,-0.257262,0.182165,-0.308367,-0.255665,0.136365,-0.286196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,11.075000,-46.226112,-8.949502,45.182079,-0.252345,0.119175,-0.284184,0.000301,-0.050755,-0.056242,-0.037863,0.968984,0.042138,0.044624,0.027206,0.824924,0.008617,0.011618,0.010657,0.824362,-0.242476,0.040315,-0.254912,-0.258203,0.181421,-0.310211,-0.256367,0.135763,-0.287417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,11.083333,-47.835297,-0.130516,49.518322,-0.253339,0.118186,-0.285485,0.000283,-0.050755,-0.056242,-0.037863,0.830573,0.042138,0.044624,0.027206,0.905627,0.008617,0.011618,0.010657,0.748191,-0.243051,0.040245,-0.255403,-0.259780,0.179604,-0.312554,-0.257165,0.134750,-0.288512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
